cluster,cluster_keyword
786,"연구개발, 기업, 입주, 규정"
139,"상속세, 증여세, 공제, 과세"
2428,"정부출연연구기관, 명칭, 연구, 업무"
317,"중소기업, 지원사업, 중소벤처기업부, 육성"
2429,"국가교육위원회, 교육정책, 사회적 합의, 중장기"
747,"하천, 기후변화, 하천기본계획, 취수시설"
489,"고위험해역, 해적피해예방, 국제항해선박 등에 대한 해적행위 피해예방에 관한 법률, 해기사"
459,"방송통신심의위원회, 방송통신발전기금, 사업비, 환수"
1251,"항공, 비행훈련, 교육생, 과태료"
39,"응급환자, 119구급대원, 응급처치, 응급의료정보통신망"
229,"미세먼지, 수소차충전소, 조업정지, 배출시설"
463,"과징금, 과태료, 위반행위, 현행법"
637,"마약, 의약품, 법률, 개정"
2430,"임원, 선거, 호별방문, 정관"
983,"입찰 참가자격, 지방자치단체, 계약, 부정당업자"
256,"식품, 품질관리, 위반행위, 제재처분"
2431,"시설물, 안전, 정보, 공개"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2325,"응급의료기관, 중앙응급의료센터, 응급환자, 응급장비"
983,"입찰 참가자격, 지방자치단체, 계약, 부정당업자"
196,"근로자, 연차휴가, 임금, 도급"
139,"상속세, 증여세, 공제, 과세"
559,"뇌물, 벌금, 공여, 이익"
2093,"전기통신사업자, 통신자료, 행정처분, 형벌"
1662,"항만시설, 항만보안, 보안심사, 해양수산부장관"
37,"장애인, 인증, 보건복지부장관, 시설"
928,"보건의료인력, 보건의료기관, 보건복지부장관, 근무환경"
4,"중소기업, 지원, 창업자, 제조업"
45,"특별자치도, 도지사, 자치권, 특례"
164,"동물, 학대, 등록, 처벌"
428,"항공보안, 승객, 위해물품, 생체정보"
2370,"세종특별자치시, 공유재산, 기금, 지방자치단체"
110,"산림, 임산물, 국유림, 목재"
1710,"노상주차장, 기계식주차장, 주차장, 안전"
747,"하천, 기후변화, 하천기본계획, 취수시설"
1055,"통계, 자료, 통계작성, 통계응답자"
582,"행정기본법, 개별 법률, 적용관계, 정비"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1882,"착오송금, 예금보험공사, 부당이득반환채권, 예금보험기금"
506,"공공건축, 건축기획, 건축자산, 건축법"
2405,"업무추진비, 보수, 공개, 수당"
139,"상속세, 증여세, 공제, 과세"
1448,"무역조정지원, 기업, 피해, 지원"
4,"중소기업, 지원, 창업자, 제조업"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2432,"심판, 조정, 산업재산권, 증거"
110,"산림, 임산물, 국유림, 목재"
37,"장애인, 인증, 보건복지부장관, 시설"
799,"외국인, 체류기간, 체류허가, 조세체납"
2433,"군무원, 징계, 채용, 유족"
2434,"관광진흥개발기금, 관광사업, 피해, 재난"
2435,"제로에너지 건축물, 건축물 에너지효율등급 인증, 인증, 온실가스 배출"
2436,"중견기업, 지속가능경영, 전문기관, 유효기간"
2437,"가축분뇨, 배출시설, 신고, 처리시설"
200,"운전면허, 운전자, 교통사고, 도로"
1803,"원자력진흥위원회, 가산금, 결격사유, 위원"
2438,"당연퇴직, 결격사유, 임원, 한국환경공단"
1669,"매장문화재, 문화재청장, 지표조사, 중요출토자료"
2439,"교원, 징계, 사립학교, 학급"
861,"북한이탈주민, 보호, 지원, 법률"
2440,"국가기간교통망계획, 국가균형발전, 교통망, 국토교통부장관"
2441,"조직기증지원기관, 신고, 조직기증자, 수리"
1856,"탄소중립, 온실가스, 기후위기, 녹색성장"
1608,"징계, 법관, 징계사유, 징계절차"
2259,"신고, 수리, 행정청, 법령"
1571,"숙련기술, 숙련기술인, 대한민국명장, 사회적 인식"
2442,"해외농업자원개발, 국제농업협력사업, 국제산림협력사업, 해외산림자원개발"
1168,"국민건강증진기금, 건강보험, 재정지원, 기간연장"
1646,"형의 시효, 벌금, 몰수 또는 추징, 연장"
539,"소방공무원, 소방활동, 대한소방공제회, 면직"
631,"지방행정제재·부과금, 납부의무자, 체납처분, 징수"
569,"출퇴근재해, 업무상 재해, 산업재해보상보험법, 헌법재판소"
2443,"행정기본법, 중소벤처기업부, 개별법률, 정비"
2444,"학생, 건강, 교육부장관, 교육감"
1578,"법률, 벌금, 폐지, 개정"
1783,"학교, 공기 질, 환경위생, 점검"
2445,"벌금, 과태료, 적십자, 표장"
2446,"생활체육, 기본계획, 진흥, 수립"
2400,"취업지원서비스, 구직촉진수당, 수급자격, 청년"
2447,"정보공개, 공공기관, 정보공개위원회, 정보"
1468,"대토보상권, 공익사업, 보상, 토지"
858,"국가과학기술자문회의, 과학기술, 심의, 위원회"
2448,"해양폐기물, 해양오염퇴적물, 관리, 지방자치단체"
325,"식품위생교육, 영업자, 행정처분, 동업자조합"
543,"해양안전, 항로표지, 전문인력, 해양교통"
2449,"스포츠윤리센터, 체육인, 인권보호, 스포츠비리"
1854,"지역상권, 활성화, 젠트리피케이션, 지역경제"
37,"장애인, 인증, 보건복지부장관, 시설"
2450,"원산지, 국내생산물품등, 표시, 산업통상자원부장관"
370,"간선급행버스체계, 운송사업, 면허, 여객자동차 운수사업법"
349,"하자담보책임, 하수급인, 수급인, 발주자"
2451,"가정폭력피해자, 등록사항별 증명서, 교부, 직계혈족"
2452,"소규모주택정비사업, 가로주택정비사업, 자율주택정비사업, 관리지역"
1989,"아동학대, 현장조사, 피해아동, 응급조치"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1157,"교통유발부담금, 시설물, 가산금, 조례"
110,"산림, 임산물, 국유림, 목재"
1316,"공유수면, 점용료, 사용료, 과태료"
794,"정비구역, 정비사업, 조합, 토지등소유자"
2454,"섬 지역, 주민, 여객선, 농림ㆍ해양ㆍ수산업"
2453,"비밀누설, 해양수산부장관, 벌칙, 직무"
2455,"통합방위, 소방대, 방위전력, 통합방위협의회"
195,"노동조합, 근로자, 단체협약, 부당노동행위"
1101,"공간정보, 측량, 한국국토정보공사, 지도"
2456,"공공도서관, 장애인, 도서관자료, 국립장애인도서관"
37,"장애인, 인증, 보건복지부장관, 시설"
45,"특별자치도, 도지사, 자치권, 특례"
2457,"에너지진단, 에너지다소비사업자, 산업통상자원부장관, 에너지진단전문기관"
2423,"우주항공청, 우주항공기술, 우주항공산업, 임기제공무원"
89,"디자인등록료, 상표, 거절이유, 상표등록"
2458,"영농조합법인, 영어조합법인, 농업회사법인, 어업회사법인"
139,"상속세, 증여세, 공제, 과세"
481,"공익신고자, 보호조치, 공익신고, 구조금"
2459,"기초연구, 지원, 과학자, 장기적"
1948,"금융위원회, 위원회, 금융회사, 금융복합기업집단"
2460,"재정지원, 통합, 지방자치단체, 특례"
2461,"군수품, 품질보증, 신뢰성, 입찰 참가자격 제한"
2462,"이산가족, 이산가족의 날, 기념행사, 홍보"
961,"방위사업, 연구개발, 계약, 국방과학연구소"
1373,"식품산업, 푸드테크, 지원, 육성"
2463,"자연장, 화장, 유골, 장례"
1356,"발명교육, 창의력, 산업재산권, 지원"
256,"식품, 품질관리, 위반행위, 제재처분"
2464,"정보통신산업, 정보통신산업진흥원, 지역, 진흥"
2465,"공공재정, 부정청구, 신고, 보상금"
336,"국가연구개발사업, 연구개발성과, 성과평가, 연구개발"
429,"보험회사, 보험계약자, 손해사정, 과태료"
2466,"청년, 노동인권교육, 한국고용노동교육원, 청년기본법"
2467,"기간통신사업, 부가통신사업, 공공와이파이, 사물인터넷"
2468,"스토킹, 피해자, 보호, 지원"
1437,"전통시장, 시설현대화사업, 지원, 활성화"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2469,"한식, 한식관광, 지역, 사업"
748,"형사소송법, 약식명령, 정식재판, 불이익변경금지"
2288,"연구개발특구, 실증특례, 임시허가, 신기술"
2470,"공휴일, 대체공휴일, 법률, 규정"
2471,"교원, 임용제외, 특별법, 피해회복"
1290,"전기통신금융사기, 사기이용계좌, 피해구제, 피해금"
112,"저작권, 저작권법, 일부개정법률안, 문화체육관광위원회"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
2472,"지역농림어업, 발전사업, 민관협력, 지방자치단체"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1738,"북한이탈주민, 급여, 지원, 정착"
21,"위탁선거, 선거운동, 후보자, 예비후보자"
1659,"산업단지, 산업단지개발사업, 사업시행자, 시설부담금"
211,"법률용어, 일본식 용어, 한글화, 이해"
215,"중소기업, 납품대금, 위탁기업, 수탁기업"
2473,"전기공사공제조합, 이사장, 선거, 금고"
2474,"긴급통신제한조치, 법원, 허가, 폐기"
212,"사업재편, 기업, 지원, 특례"
2475,"국유재산, 제주자치도, 무상, 사용허가"
1388,"진상규명, 위원회, 조사, 피해자"
1208,"사채발행, 사채발행한도, 재무건전성, 손실"
2180,"도심항공교통, 버티포트, 실증사업, 시범운용구역"
2477,"건축, 건축물, 안전, 화재"
2122,"풍수해보험, 재산피해, 재난지원금, 보험료"
2476,"사법경찰관, 디지털 성범죄, 신분비공개수사, 신분위장수사"
2448,"해양폐기물, 해양오염퇴적물, 관리, 지방자치단체"
82,"기상업무, 기상청장, 기상정보, 기상재해"
971,"공인중개사, 중개대상물, 과태료, 국토교통부장관"
618,"장기등, 장기이식, 말초혈, 국립장기이식관리기관"
2478,"한국과학기술원, 기술이전, 사업화, 창업"
1350,"회생법원, 회생사건, 파산사건, 개인회생사건"
82,"기상업무, 기상청장, 기상정보, 기상재해"
622,"풍납토성, 보존, 주민, 지원"
2479,"전문연구요원, 산업기능요원, 편입취소, 복무기간"
1065,"주택, 취득세, 양도소득세, 지방소득세"
459,"방송통신심의위원회, 방송통신발전기금, 사업비, 환수"
2482,"정보통신서비스 제공자, 불법정보, 정보보호, 과태료"
2480,"지역채널, 보도, 공공채널, 지역주민"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
2481,"변호사시험, 응시자, 응시수수료, 성적"
2464,"정보통신산업, 정보통신산업진흥원, 지역, 진흥"
2217,"온누리상품권, 가맹점, 등록, 부정유통"
1951,"문화재, 문화재디지털콘텐츠, 매장문화재, 국외소재문화재"
774,"백두대간, 보호지역, 자연환경, 보전"
2483,"보조금, 보조사업, 부정수급, 예산안"
45,"특별자치도, 도지사, 자치권, 특례"
190,"재생에너지, 전기사업, 전력거래, 발전사업"
481,"공익신고자, 보호조치, 공익신고, 구조금"
4,"중소기업, 지원, 창업자, 제조업"
2484,"검사, 수사, 범죄, 사법경찰관"
871,"소음대책지역, 주민지원사업, 공항소음, 공항계정"
1361,"헌혈, 헌혈증서, 혈액, 보건복지부장관"
730,"물류산업, 물류기업, 국제물류, 물류공동화"
383,"공정거래위원회, 대리점, 분쟁조정, 동의의결"
442,"철도시설, 점용허가, 국유재산, 점용료"
2485,"한국교직원공제회, 교육기관전자조달시스템, 이용료/수수료, 운영지침"
2486,"국방첨단과학기술사관학교, 장교, 임용, 의무복무"
715,"보행자, 도로, 운전면허, 자동차"
38,"응급의료, 응급환자, 구급차, 자동심장충격기"
139,"상속세, 증여세, 공제, 과세"
2473,"전기공사공제조합, 이사장, 선거, 금고"
54,"교육훈련, 학습근로자, 기업, 고용노동부장관"
102,"생활폐기물, 재활용, 폐기물처리, 지방자치단체"
786,"연구개발, 기업, 입주, 규정"
2487,"철도안전, 여객열차, 금지행위, 벌칙규정"
229,"미세먼지, 수소차충전소, 조업정지, 배출시설"
2488,"운전면허, 개인형 이동장치, 지방경찰청장, 취소"
32,"하도급대금, 원재료, 연동, 원사업자"
542,"개발제한구역, 허가, 신고, 훼손지정비사업"
480,"국가연구개발사업, 참여제한, 중소기업, 연구개발"
474,"선박, 안전, 해양수산부장관, 관제"
1001,"농협, 출연금, 보험료, 예금자보호"
2489,"특허출원, 우선심사, 심사, 특허"
1879,"치매관리, 중앙치매센터, 치매관리종합계획, 치매안심센터"
2490,"경영지도사, 기술지도사, 결격사유, 집행"
261,"건축물 해체, 해체공사, 감리, 안전"
561,"재난, 안전관리, 안전취약계층, 복구비"
1215,"우주개발, 우주산업, 민간, 촉진"
2492,"외국인, 체류, 강제퇴거, 보호"
2491,"본인서명사실확인서, 인감증명서, 농어촌마을, 토지등소유자"
1741,"위생용품, 관리, 기준, 규격"
2205,"연구실사고, 연구활동종사자, 연구주체의 장, 보험금"
229,"미세먼지, 수소차충전소, 조업정지, 배출시설"
2235,"벤처투자, 창업기획자, 벤처투자조합, 중소기업창업투자회사"
770,"농어촌민박, 농업생산기반시설, 농어촌정비사업, 마을정비구역"
113,"고용안정, 산업전환, 지원, 근로자"
2494,"주민등록표, 가정폭력피해자, 열람, 교부"
2493,"가상융합산업, 진흥, 과학기술정보통신부장관, 지원"
1625,"법률용어, 개정, 일본식, 이해"
69,"국가유공자, 수익사업, 승인, 단체"
261,"건축물 해체, 해체공사, 감리, 안전"
2495,"마약류 불법거래 방지에 관한 특례법, 고위공직자범죄수사처, 검찰청, 법률"
1004,"금연구역, 과태료, 건강검진, 체육시설"
2497,"환경교육, 환경부장관, 지정, 지원"
502,"중소기업, 기술혁신, 연구인력, 지원"
1288,"해양산업클러스터, 개발계획, 입주기업, 수용"
2496,"소하천, 관리실태, 점검, 시·도지사"
2498,"농산물, 이력추적관리, 정보, 소비자"
2499,"국회도서관, 입법지원, 자료요청, 연구관"
2084,"청소년, 실태조사, 청소년복지, 가정 밖 청소년"
1759,"교통약자, 이동편의시설, 특별교통수단, 교통사업자"
2500,"방위사업, 사업타당성조사, 군수품, 무기체계"
2501,"마약류, 중독자, 치료보호, 예방"
2502,"과학기술인공제회, 회원자격, 회원, 심사"
260,"건축물, 내진능력, 피난, 설치"
2503,"발달재활서비스, 장애아동, 지원, 평가"
2504,"예비군, 퇴역군인, 소집, 동원부대"
1041,"선거, 후보자, 선거운동, 여론조사"
110,"산림, 임산물, 국유림, 목재"
1001,"농협, 출연금, 보험료, 예금자보호"
2506,"임업ㆍ산림, 공익직접지불제도, 임업인등, 산지"
481,"공익신고자, 보호조치, 공익신고, 구조금"
2505,"광역교통개선대책, 대규모 개발사업, 공공지원민간임대주택, 대도시권"
2507,"약가인하, 급여정지, 행정제재, 취약계층"
987,"지방세, 지방자치단체, 납세자, 세무조사"
198,"산업재해, 근로자, 안전, 보건"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1048,"도시계획, 기초조사, 도시·군기본계획, 도시·군관리계획"
887,"혁신도시, 이전공공기관, 지역발전, 지방자치단체"
1516,"안전관리, 사고, 도시가스, 송유관"
1430,"폐교재산, 귀농어·귀촌, 지원시설, 수의계약"
211,"법률용어, 일본식 용어, 한글화, 이해"
2508,"근로자, 사업주, 폭언, 건강장해"
1186,"신고, 처리절차, 통지, 간주"
2509,"과태료, 징역, 벌금, 검사"
2510,"공연장, 안전관리, 공연, 재해예방"
2511,"지역문화, 문화예술, 지원, 활성화"
339,"화학물질, 유해성평가, 척추동물시험, 등록"
2512,"민원, 민원 처리, 민원인, 민원처리 담당자"
2450,"원산지, 국내생산물품등, 표시, 산업통상자원부장관"
497,"상호저축은행, 대출, 금리인하, 신용등급"
2513,"경찰관, 직무수행, 소송, 지원"
1775,"의약품, 판매촉진, 온라인, 불법"
70,"·18민주유공자, 생계지원금, 장례서비스, 회원"
727,"소방자동차, 소방활동, 소방공무원, 119"
2514,"창업기업, 창업지원, 신산업, 기술창업"
1274,"안전점검, 정밀안전진단, 시설물, 관리주체"
174,"법률, 제명, 개정, 혼란"
539,"소방공무원, 소방활동, 대한소방공제회, 면직"
417,"기업, 투자, 지역, 개발"
2515,"집단에너지, 온실가스, 에너지, 공급계획"
2516,"문화재, 문화재관람료, 국가지정문화재, 지원"
543,"해양안전, 항로표지, 전문인력, 해양교통"
2517,"수술실, 폐쇄회로 텔레비전, 촬영, 영상정보"
1868,"수사, 피해자, 공탁, 사건"
322,"어린이집, 국공립어린이집, 보육, 표준보육비용"
2518,"비료, 공급, 사용, 환경오염"
64,"생물다양성, 유전자원, 생태계서비스, 멸종위기 야생생물"
37,"장애인, 인증, 보건복지부장관, 시설"
2519,"과세환율, 기준환율, 관세, 외국환매도율"
2064,"체당금, 임금체불, 근로자, 사업주"
2520,"이러닝, 국제교류, 국외진출, 개인정보보호"
768,"해양환경, 해양폐기물, 해양오염, 관리"
889,"초광역권, 광역자치단체, 국토균형발전, 초광역권계획"
2521,"극지활동, 기본계획, 해양수산부장관, 국가"
1668,"학교폭력, 피해학생, 가해학생, 보호"
2522,"국가철도공단, 철도산업, 사업, 육성"
2523,"축산업, 가축분뇨, 악취저감, 허가"
655,"감염병, 방역, 격리, 정보공개"
1759,"교통약자, 이동편의시설, 특별교통수단, 교통사업자"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2524,"직업소개사업, 겸업 금지, 종사자, 직업소개"
1201,"지원, 운영, 관광진흥개발기금, 한국문화관광연구원"
2525,"소음대책지역, 공항소음대책사업, 주민지원사업, 공항시설관리자"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2526,"가맹사업, 실태조사, 해외진출, 정보체계"
2527,"제주4·3사건, 직권재심, 희생자, 재심"
738,"물환경, 비점오염, 폐수처리, 수경시설"
325,"식품위생교육, 영업자, 행정처분, 동업자조합"
2528,"정량표시상품, 자기적합성선언, 징수, 과징금"
89,"디자인등록료, 상표, 거절이유, 상표등록"
1118,"남북관계발전, 남북관계발전위원회, 남북합의서, 대북전단"
2529,"기부금품, 모집, 기부문화, 사용"
4,"중소기업, 지원, 창업자, 제조업"
604,"군인, 재해보상, 급여, 공무상"
1727,"종자, 무병화인증, 농림축산식품부장관, 종자판매상"
593,"일본식, 한글화, 법률용어, 이해"
502,"중소기업, 기술혁신, 연구인력, 지원"
1377,"농어업인, 지원, 농어촌상생협력기금, 농어업법인"
277,"국가보훈처장, 지원, 정보, 법률"
527,"벤처기업, 주식매수선택권, 복수의결권주식, 창업주"
971,"공인중개사, 중개대상물, 과태료, 국토교통부장관"
1113,"태권도, 진흥, 문화체육관광부장관, 진흥기본계획"
861,"북한이탈주민, 보호, 지원, 법률"
95,"항만, 해양수산부장관, 사업, 등록"
139,"상속세, 증여세, 공제, 과세"
371,"광역버스, 광역교통, 광역철도, 특별회계"
116,"법인세, 중소기업, 세율, 법률안"
2530,"어선원, 안전, 보건, 재해예방"
2531,"한국방송통신대학교, 국립, 평생교육, 설립"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2532,"국립묘지, 국가보훈부장관, 관리·운영, 국방부장관"
1217,"경력단절여성, 경제활동, 경력단절 예방, 지원"
278,"선행기술조사, 전문기관, 특허출원, 특허청장"
139,"상속세, 증여세, 공제, 과세"
901,"산업재해보상보험, 보험급여, 업무상 재해, 노무제공자"
2533,"위원회, 활동기간, 4·16세월호참사, 자료"
290,"초경량비행장치, 항공기, 안전, 조종"
322,"어린이집, 국공립어린이집, 보육, 표준보육비용"
542,"개발제한구역, 허가, 신고, 훼손지정비사업"
2534,"정보보호, 산업진흥, 정보보안, 개인정보보호"
263,"교통, 국토교통부장관, 지방자치단체, 권한"
387,"기술자료, 손해배상, 자료제출, 비밀유지"
2535,"국가연구개발활동, 제재처분, 부정행위, 통합정보시스템"
747,"하천, 기후변화, 하천기본계획, 취수시설"
2536,"무형문화재, 전승공예품, 지원, 전수교육"
37,"장애인, 인증, 보건복지부장관, 시설"
45,"특별자치도, 도지사, 자치권, 특례"
62,"수산자원, 포획·채취, 낚시제한기준, 이식"
727,"소방자동차, 소방활동, 소방공무원, 119"
110,"산림, 임산물, 국유림, 목재"
598,"문화유산, 보존·관리, 기본계획, 문화재보호기금"
617,"디엔에이감식시료채취영장, 채취대상자, 불복절차, 의견진술"
2537,"에너지이용 소외계층, 에너지복지, 실태조사, 산업통상자원부장관"
535,"예술인, 복지, 서면계약, 예술인복지재단"
2230,"피한정후견인, 결격사유, 성년후견, 행위능력"
731,"물류단지, 스마트물류센터, 인증, 물류시설"
1585,"중앙행정기관, 정부조직, 대통령령, 보조기관"
32,"하도급대금, 원재료, 연동, 원사업자"
926,"기업도시개발, 개발계획, 국토교통부장관, 수용재결"
260,"건축물, 내진능력, 피난, 설치"
1030,"참전유공자, 적용대상, 생계지원금, 국가보훈부장관"
2538,"지방공기업, 윤리경영, 채용, 공정성"
55,"외국인투자기업, 경제자유구역, 국내복귀기업, 국·공유재산"
666,"교통약자, 이동편의, 교통수단, 안전"
114,"양육비, 가정법원, 심판, 허가"
139,"상속세, 증여세, 공제, 과세"
480,"국가연구개발사업, 참여제한, 중소기업, 연구개발"
618,"장기등, 장기이식, 말초혈, 국립장기이식관리기관"
2539,"세계유산, 유네스코, 국제해석설명센터, 설립"
794,"정비구역, 정비사업, 조합, 토지등소유자"
1004,"금연구역, 과태료, 건강검진, 체육시설"
667,"일본식, 법문, 용어, 국민"
747,"하천, 기후변화, 하천기본계획, 취수시설"
229,"미세먼지, 수소차충전소, 조업정지, 배출시설"
304,"과징금, 과태료, 채권추심, 제재"
2540,"경찰공무원, 경찰공제회, 지원사업, 보조금"
149,"가상자산, 이용자, 불공정거래행위, 가상자산사업자"
895,"진급, 전사, 순직, 진급예정자"
693,"자유무역지역, 수출, 외국인투자, 경쟁력"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
805,"만화산업, 만화, 웹툰, 문화체육관광부장관"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
2542,"지방하천, 국가하천, 하천공사, 홍수"
2541,"연구개발, 전문기관, 한국콘텐츠진흥원, 문화산업"
1316,"공유수면, 점용료, 사용료, 과태료"
459,"방송통신심의위원회, 방송통신발전기금, 사업비, 환수"
497,"상호저축은행, 대출, 금리인하, 신용등급"
715,"보행자, 도로, 운전면허, 자동차"
2543,"건축허가, 재건축, 집합건물, 소유권"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
2544,"보건복지, 교육훈련, 한국보건복지인력개발원, 국민"
277,"국가보훈처장, 지원, 정보, 법률"
449,"국제문화교류, 진흥, 문화체육관광부장관, 전담기관"
2545,"첨단의료복합단지, 입주기업, 소규모 생산시설, 연구개발"
2546,"원자력, 원자로, 수출, 원자력진흥위원회"
2239,"해양, 안전, 사고, 연안"
2547,"산재보험, 보험료, 노무제공자, 사업주"
1001,"농협, 출연금, 보험료, 예금자보호"
794,"정비구역, 정비사업, 조합, 토지등소유자"
139,"상속세, 증여세, 공제, 과세"
2548,"바이오가스, 유기성 폐자원, 생산, 의무생산자"
591,"보건복지부장관, 수련병원, 전공의, 지도전문의"
2549,"대중문화예술인, 자살, 정신건강, 지원"
2550,"식생활 교육, 농수산물, 어린이, 원산지 표시"
4,"중소기업, 지원, 창업자, 제조업"
2551,"사회보장급여, 보장기관, 정보 제공, 복지 사각지대"
1278,"어린이집, 보육교사, 보육, 직장어린이집"
2552,"정원, 정원산업, 진흥, 국가"
2553,"화장시설, 유지ㆍ보수, 지방자치단체, 국가"
70,"·18민주유공자, 생계지원금, 장례서비스, 회원"
2554,"문화재청, 국가유산청, 문화재, 국가유산"
1544,"사회보장, 사회보장정보, 사회보장위원회, 행정데이터"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2555,"공문서, 공공기관, 국어책임관, 국어"
2556,"불법건축물, 이행강제금, 위반, 영리목적"
2558,"한국산업인력공단, 사업, 고용촉진, 글로벌인재 양성"
2557,"대체복무요원, 사회복무요원, 경고처분, 가혹행위"
2559,"체육, 스포츠윤리, 인권침해, 교육"
2560,"특별사법경찰관리, 직무범위, 지명대상자, 범죄"
2561,"방송통신재난, 방송통신설비, 방송통신위원회, 주요방송통신사업자"
2562,"위원회, 폐지, 법률, 수산업"
1640,"부동산개발업, 등록, 법률, 결격사유"
2563,"주류, 면허, 제조, 판매"
2347,"중소기업, 매출채권, 팩토링, 신용보증기금"
2564,"재난적의료비, 지원, 의료비, 지급"
2565,"경찰관, 직무수행, 형, 과실"
89,"디자인등록료, 상표, 거절이유, 상표등록"
1111,"온실가스, 자동차, 전과정 평가, 탄소중립"
2566,"폐광지역, 카지노업, 적용시한, 폐광지역개발기금"
1014,"금융거래지표, 중요지표, 금융위원회, 산출"
754,"산업단지, 첨단산업, 기업, 지원"
748,"형사소송법, 약식명령, 정식재판, 불이익변경금지"
368,"대중교통, 여객자동차, 대중교통수단, 여객선"
2567,"이산가족, 영상편지, 남북관계, 교류"
45,"특별자치도, 도지사, 자치권, 특례"
2568,"과징금, 업무정지, 시험·검사기관, 제재"
277,"국가보훈처장, 지원, 정보, 법률"
2569,"유선 및 도선 사업법, 항로표지, 항로표지시설, 위탁관리업"
312,"철도차량, 안전, 국토교통부장관, 철도운영자"
2570,"호스피스, 호스피스종합정보시스템, 이용신청, 대기"
2572,"성폭력, 피해자, 불이익, 재발방지"
2573,"농어촌특별세, 비과세, 청년도약계좌, 이자ㆍ배당소득"
2571,"북한인권, 장애인, 지원, 인도적"
2574,"중대범죄, 범죄수익, 환수, 징역"
132,"학교용지, 학교용지부담금, 개발사업, 교육감"
242,"공공보건의료, 책임의료기관, 공공보건의료기관, 공공보건의료 지원단"
282,"자살예방, 자살시도자, 자살자 가족, 심리적 지원"
699,"범죄피해자, 경찰, 성폭력피해자, 종사자"
1007,"건설기계, 등록, 말소, 신고"
2575,"이스포츠, 기본계획, 유행성 감염병, 방역"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2576,"의료기기, 정보 접근성, 장애인, 표시"
860,"교육환경보호구역, 학생, 시설, 안전"
322,"어린이집, 국공립어린이집, 보육, 표준보육비용"
2578,"국민건강영양조사, 질병관리청, 업무 위임, 소속기관"
2577,"교통·에너지·환경세, 유효기간, 면세유, 과태료"
5,"어린이안전, 어린이공원, 안전교육, 안전시설"
492,"전자장치, 부착명령, 보호관찰, 재범"
2579,"기술사 등록, 기술사사무소 개설등록, 피후견인, 결격사유"
534,"살생물제, 생활화학제품, 안전관리, 승인"
571,"진폐재해위로금, 평균임금, 산업재해보상보험법, 산정"
514,"아동, 보호, 지원, 학대"
113,"고용안정, 산업전환, 지원, 근로자"
2580,"보험사기, 보험사기행위, 금융위원회, 보험회사"
960,"소방공무원, 승진, 순직, 근속승진"
2581,"기상산업, 연구개발, 기상사업자, 연구기관"
1213,"방송사업자, 방송영상물, 방송, 소비자"
2582,"화재조사, 소방관서, 화재예방, 관계인"
2584,"진로교육, 진로, 국민, 생애"
2583,"한의약, 육성, 지역계획, 지방자치단체"
1689,"게임물, 게임산업, 확률형 아이템, 청소년"
110,"산림, 임산물, 국유림, 목재"
114,"양육비, 가정법원, 심판, 허가"
2585,"방위산업, 방위산업의 날, 방위산업 공제조합, 연구기관"
54,"교육훈련, 학습근로자, 기업, 고용노동부장관"
102,"생활폐기물, 재활용, 폐기물처리, 지방자치단체"
1185,"소방자동차, 소방대상물, 한국119청소년단, 신고의무"
496,"기금, 보증, 법률, 개정"
2587,"후원방문판매, 전자거래, 소비자, 다단계판매"
964,"아동·청소년, 성매매, 피해, 성범죄"
4,"중소기업, 지원, 창업자, 제조업"
2586,"독서 문화 진흥, 독서소외인, 지방자치단체, 국민"
2588,"외국공무원, 뇌물방지협약, OECD, 공소시효"
2589,"공공하수도, 침수, 하수도정비기본계획, 중점관리지역"
737,"특정수질유해물질, 상수원관리지역, 가산금, 잠실수중보"
241,"특수교육, 특수학교, 장애인, 학칙"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
32,"하도급대금, 원재료, 연동, 원사업자"
2278,"기후변화, 기술개발, 기후위기, 탄소중립"
258,"시험·검사기관, 위해성평가, 지정, 관리"
1637,"의료기기, 행정처분, 안전성, 허가"
637,"마약, 의약품, 법률, 개정"
337,"연구개발, 대형연구시설, 국가연구개발사업, 과학기술"
2024,"행정기본법, 개별 법률, 적용관계, 이의신청"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
327,"일본식 한자어, 한글화, 법률 용어, 쉬운 우리말"
