BILL_NAME,BILL_NO,summary
아이돌봄 지원법 일부개정법률안(대안),2209390,아이돌봄사 국가자격제도를 도입하여 아이돌봄 인력의 전문성 및 신뢰성을 제고하고 아이돌봄서비스제공기관 등록제를 도입하여 등록한 아이돌봄서비스제공기관에 속한 육아도우미도 아이돌봄사의 결격사유 적용 및 범죄경력조회 등 관리를 강화하고 등록기관도 손해배상 책임보험을 가입하도록 하며 아이돌봄서비스제공기관 등의 종사자에게도 아이돌봄사의 결격사유를 적용하는 등 아이돌봄서비스 전반에 대한 전문성과 신뢰성을 제고하려는 것임. 그 밖에 아이돌봄사 국가자격제도 및 아이돌봄서비스제공기관 등록제를 도입함에 따라 아이돌봄사 건강진단 및 보수교육 실태조사 및 만족도 조사 등 관련 규정을 정비하려는 것임. 대안의 주요내용 가. 기존 ‘아이돌보미’의 명칭을 ‘아이돌봄사’로 변경하면서 자격을 취득한 사람으로 정의하고 ‘아이돌봄서비스제공기관’을 지정 아이돌봄서비스제공기관 및 등록 아이돌봄서비스제공기관으로 정의함(안 제2조제4호 및 제6호). 나. 아이돌봄사와 등록 아이돌봄서스제공기관에 속한 육아도우미의 결격사유와 이를 확인하기 위한 범죄경력조회 근거를 규정함(안 제6조 및 제6조의2). 다. 여성가족부장관은 아이돌봄사 교육기관에서 교육과정을 이수한 사람이나 대통령령으로 정하는 일정자격을 갖춘 사람 중 여성가족부장관이 실시하는 적성·인성 검사를 받은 사람에게 아이돌봄사 자격을 부여하고 자격증을 발급할 수 있도록 하고 아이돌봄사 자격관리 전담기관 지정 및 출연 근거 등을 규정함(안 제7조). 라. 아이돌봄사 교육기관이 교육과정을 1년 이상 운영하지 아니하여 지정을 취소하거나 사업의 정지를 명하는 경우에는 정당한 사유 여부를 고려하도록 함(안 제9조제2항제3호). 마. 다른 사람에게 위해를 끼칠 우려가 있는 질병이 있는 사람은 아이돌봄사로 활동하지 못하도록 하고 등록 아이돌봄서비스제공기관은 다른 사람에게 위해를 끼칠 우려가 있는 질병이 있는 사람을 육아도우미로 활동하게 하지 못하도록 함(안 제10조의2). 바. 지정 아이돌봄서비스제공기관 이외에 아이돌봄서비스를 제공하는 기관을 설치·운영하고자 하는 자는 여성가족부령으로 정하는 인력 및 시설 등 기준을 갖추어 특별자치시장·특별자치도지사·시장·군수·구청장에게 등록하도록 하고 손해배상 책임보험 가입 및 휴·폐업의 신고 의무 등을 규정함(안 제11조의2 및 제11조의3 신설). 사. 아이돌봄서비스제공기관 종사자의 결격사유와 이를 확인하기 위한 범죄경력조회 등에 관한 사항을 규정함(안 제11조의5 신설). 아. 여성가족부장관 또는 지방자치단체의 장은 중앙지원센터 광역지원센터 및 아이돌봄서비스제공기관이 지정 또는 등록 기준 및 운영기준에 미달되는 경우 시정명령을 할 수 있도록 하고 시정명령에 따르지 아니한 경우 지정 또는 등록을 취소할 수 있도록 함(안 제17조).
과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2202783,현행법은 과학기술분야 정부출연연구기관(이하 “연구기관”이라 함)의 원장에 대하여 그 임면권자를 국가과학기술연구회의 이사장으로 하고 원장의 임기를 3년으로 규정하고 있지만 원장의 임기 만료 시점에 대비하여서는 특별한 조치를 두고 있지 않음. 그러나 원장의 임기가 종료된 후 상당한 기간이 지나서까지 후임 원장이 제때에 임명되지 않는 사례가 빈번한 바 이러한 사태는 연구기관이 효과적인 국가 과학기술 혁신과 발전을 빈틈없이 추진하는 데에 장애물이 되고 있음. 이에 연구기관 후임 원장의 임명을 위한 첫 단계로서 후보자를 공개모집하거나 원장 추천위원회의 추천을 받는 절차를 재직 중인 원장의 임기만료일로부터 3개월 이전에 착수하도록 규정하려는 것임(안 제12조제5항 신설).
대기환경보전법 일부개정법률안(대안),2208502,현행법은 대기 중에 떠다니거나 흩날려 내려오는 입자상 물질을 ‘먼지’로 정의하고 먼지를 포함한 대기오염물질을 배출하는 시설에 대한 배출허용기준을 법에서 정하여 사업자에게 준수하도록 함. 또한 현행법 제57조의2에서는 자동차의 배출가스 관련 부품을 탈거·훼손·해체하는 등 그 기능이나 성능이 저하되는 행위를 하거나 그 행위를 요구하는 것을 금지하고 있음. 그런데 배출 당시 기체 상태로 배출되어 배출 즉시 액체나 고체 형태로 응축되는 응축성 먼지에 대해서는 관리의 사각지대가 발생할 우려가 있고 최근 자동차뿐만 아니라 지게차 굴착기 등 건설기계에 배출가스 관련 부품의 성능을 저하시키는 제품을 해외에서 직접 구매하여 장착하는 등 불법 개조하는 사례가 나타남. 이에 개정안은 먼지의 정의를 ‘여과성 먼지’와 ‘응축성 먼지’로 보다 세분화하여 규정하고 건설기계에 대해서도 배출가스 관련 부품의 성능을 저하시키는 행위를 하는 것을 금지하며 성능을 저하시키는 제품에 대한 판매 등을 원천적으로 금지하려는 것임. 대안의 주요내용 가. ‘먼지’의 정의를 ‘여과성 먼지’와 ‘응축성 먼지’로 세분화하여 규정함(안 제2조제6호 후단 및 제2조제6호의2·제6호의3 신설). 나. 대기오염물질에 대한 심사·평가 시 환경부장관이 응축성 물질의 위해성을 심사·평가하기 위한 기준과 방법·절차등을 마련하도록 함(안 제7조제2항 신설). 다. 자동차뿐만 아니라 건설기계에 부착된 배출가스 관련 부품에 대해서도 탈거 등 성능이 저하되는 행위를 하거나 요구할 수 없도록 금지함(안 제57조의2제1항). 라. 배출가스 관련 부품의 성능 저하를 목적으로 하는 제품의 수입·판매·판매중개·구매대행을 금지하고 해당 제품을 수입·판매하는 경우에는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처할 수 있도록 하며 판매중개·구매대행하는 경우에는 500만원 이하의 과태료를 부과할 수 있도록 함(안 제57조의2제2항 신설 등)
국민연금법 일부개정법률안(대안),2205950,헌법재판소는 별거나 가출 등으로 실질적 혼인관계가 존재하지 아니하여 연금 형성에 기여가 없는 이혼배우자에 대하여서까지 법률혼 기간을 기준으로 분할연금 수급권을 인정하는 구 국민연금법 제64조제1항에 대하여 헌법불합치결정을 하였음(2016. 12. 29. 선고 2015헌바182 결정). 이에 따라 국회는 2017년 12월 분할연금 수급권을 판단할 때 실질적인 혼인 관계의 여부를 고려하도록 국민연금법을 개정하였고 이는 법률 제15267호로 공포되어 2018년 6월 20일부터 시행되었음. 그런데 동 개정법률 부칙 제2조에서 ‘이 법 시행 후 최초로 분할연금 지급 사유가 발생한 경우’부터 신법 조항을 적용하도록 하여 ‘종전 헌법불합치결정일(2016. 12. 29.) 이후 신법 조항 시행일 전날(2018. 6. 19.)까지 분할연금 지급 사유가 발생한 경우’에는 구법 조항을 적용받게 되었음. 이와 관련하여 헌법재판소는 실질적인 혼인관계가 해소되어 분할연금의 기초가 되는 노령연금 수급권의 형성에 아무런 기여가 없는 경우에는 노령연금의 분할을 청구할 전제를 갖추지 못한 것으로 볼 수 있으므로 분할연금 지급 사유 발생 시점이 신법 조항 시행일 전인 경우와 이후인 경우 사이에 아무런 차이가 없는바 법률 제15267호 부칙 제2조는 평등원칙에 위반되어 헌법에 합치되지 아니한다고 하면서 2025년 12월 31일까지 개정하도록 결정하였음(2024. 5. 30. 선고 2019헌가29 결정). 이에 2016년 12월 29일 이후 2018년 6월 19일 이전에 분할연금 지급사유가 발생하였고 연금액 변경처분 등이 확정되지 아니한 사람들에 대하여 적어도 2019헌가29 결정일(2024. 5. 30.) 현재 아직 이행기가 도래하지 아니한 분할연금 수급권에 대해서는 신법 조항의 적용범위에 포함하도록 함으로써 위헌성을 해소하려는 것임(안 법률 제15267호 국민연금법 일부개정법률 부칙 제2조).
독점규제 및 공정거래에 관한 법률 일부개정법률안,2201853,2011년 국제회계기준 도입으로 기업회계기준에서 대차대조표를 재무상태표(statement of financial position)로 변경하였는데 아직 일제시대부터 사용하던 대차대조표 용어가 법률에 남아있어 이를 재무상태표로 변경하고자 함(안 제9조 제18조 제31조 및 제38조).
채무자 회생 및 파산에 관한 법률 일부개정법률안(대안),2205955,「각급 법원의 설치와 관할구역에 관한 법률」개정으로 대전·대구·광주회생법원이 각각 신설됨에 따라 도산전문법원의 전문적이고 신속한 사법서비스 제공범위를 실효적으로 확대하기 위한 차원에서 회생법원과 접근성이 인정되는 고등법원 권역을 기준으로 회생법원에 중복관할을 허용할 필요성이 제기됨. 대전회생법원의 경우 대전고등법원 관할 소재지인 충청북도에 대하여 광주회생법원의 경우 광주고등법원 관할 소재지인 전북특별자치도 또는 제주특별자치도에 대하여 중복관할을 허용하여 원칙적인 토지관할 법원 외에 대전회생법원 또는 광주회생법원에도 회생사건 간이회생사건 파산사건 또는 개인회생사건을 신청할 수 있도록 중복관할을 허용하고자 함. 한편 현행법에서는 구인의 명을 받은 자가 그 사실을 알면서도 파산절차를 지연시키거나 구인의 집행을 회피할 목적으로 도주한 때 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 규정하고 있으나 국민의 과도한 형벌 부담을 완화하기 위하여 구인불응죄 규정을 삭제하고 법원의 구인명령 사실을 알면서도 정당한 사유 없이 출석하지 아니한 때에는 500만원 이하의 과태료를 부과하도록 함. 대안의 주요내용 가. 채무자가 거주하거나 주된 사무소 등을 둔 곳이 충청북도인 경우에는 대전회생법원에 채무자가 거주하거나 주된 사무소 등을 둔 곳이 전북특별자치도 또는 제주특별자치도인 경우에는 광주회생법원에 회생사건 간이회생사건 파산사건 또는 개인회생사건을 신청할 수 있도록 함(안 제3조제12항 및 제13항 신설). 나. 구인의 명을 받은 자가 그 사실을 알면서도 파산절차를 지연시키거나 구인의 집행을 회피할 목적으로 도주한 때 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 한 구인불응죄 조항을 삭제하고(안 제653조 삭제) 구인의 명을 받은 자가 그 사실을 알면서도 정당한 사유 없이 출석하지 아니한 때에는 500만원 이하의 과태료를 부과하도록 함(안 제660조제4항 신설).
인천세관 마약 수사외압 의혹 사건 등 진상규명을 위한 특별검사 수사요구안,2208058,
식품위생법 일부개정법률안,2207620,식품의약품안전처는 위생등급을 지정해 음식점의 위생수준 향상과 소비자에게 음식점 선택권을 제공하기 위해 위생등급제를 실시하고 있음. 그런데 본 취지와는 다르게 현재 실시되고 있는 위생등급제는 지방자치단체에서 운용하고 있는 모범음식점제도와 중복되어 소비자들에게 혼란을 야기하고 있음. 이에 모범음식점제도와 위생등급제를 통합하여 위생수준을 객관적으로 평가하는 통일된 음식점 인증제도를 마련함으로써 음식점 위생등급제의 본 취지에 맞게 운영하도록 하려는 것임. 또한 위생등급을 지정받은 음식점이 출입？검사？수거 면제와 위생관리시설 및 위생설비시설 개선을 위한 융자 등 지원을 받을 수 있음에도 현재 2년으로는 충분한 기간이 보장되지 않아 이를 3년으로 확대하려는 것임(안 제47조 및 제47조의2).
공연법 일부개정법률안(대안),2204303,현행법은 공연자 또는 공연장운영자가 「청소년 보호법」에 따른 청소년 유해 공연물을 청소년에게 관람시키는 경우 공연 활동 또는 공연장 운영 정지 등의 행정처분을 부과하도록 하고 있는데 이와 같은 규정을 악용하여 청소년이 고의적으로 법 위반행위의 원인을 제공한 경우에도 공연자 등에게 행정처분을 부과하는 것은 과도하다는 지적이 있음. 이에 공연자 등이 청소년의 신분증 위조ㆍ변조 또는 도용으로 청소년인 사실을 알지 못하였거나 폭행 또는 협박으로 청소년임을 확인하지 못한 사정이 인정되는 때에는 행정처분을 면제할 수 있는 근거를 마련하는 한편 상대방이 청소년인지 확인하기 위하여 나이를 확인할 수 있는 증표의 제시를 요구할 수 있도록 하고 정당한 사유 없이 증표를 제시하지 아니하는 사람에게는 관람을 제한할 수 있는 근거를 명확히 마련함으로써 나이 확인과 관련한 공연자 등의 부담을 완화하려는 것임. 또한 표준계약서는 법적 구속성이 없어 분야별 표준계약서가 만들어져 있음에도 불구하고 사용률이 저조한 상황으로 표준계약서를 사용하는 경우 문화예술진흥기금 지원 등 공연예술에 관한 재정지원을 할 수 있도록 해 산업 내 창작자들의 고용안전망을 강화하고 표준계약서의 실효성을 높이려는 것임. 대안의 주요내용 가. 공연 관람자의 나이 확인을 위해 주민등록증 등 증표의 제시를 요구할 수 있도록 함(안 제5조제4항 신설). 나. 문화체육관광부장관이 공연의 창작 기획 제작 유통 등 공연과 관련된 계약을 하려는 자에게 표준계약서의 작성 및 사용을 권장할 수 있도록 하고 표준계약서를 사용하는 경우 재정지원 시 우대할 수 있도록 함(안 제10조의3 신설). 다. 청소년의 신분증 위조·변조·도용이나 폭행·협박으로 인해 업주·종사자 등이 그 나이를 알지 못했거나 확인하지 못한 사정이 인정되는 경우 행정처분을 면제할 수 있도록 함(안 제33조).
문학진흥법 일부개정법률안,2204676,현행법에 따르면 한국문학번역원은 한국문학의 번역ㆍ출판사업 한국문학의 번역가 양성사업 한국문학의 해외 교류ㆍ홍보 및 해외진출 지원 사업 등을 수행하고 있음. 한국문학번역원은 전문 번역인력 양성을 위하여 ‘번역 아카데미’를 운영하고 있으나 번역 아카데미는 비학위 과정으로 우수한 전문교원의 확보가 어렵고 외국대학과의 학점 교류가 불가능하며 정식 학위 제공이 불가능하여 우수한 번역가 양성의 취지를 달성하기 어려운 실정임. 이에 한국문학번역원에 「고등교육법」에 따른 대학원대학을 설립할 수 있도록 함으로써 한국문학의 전문 번역인력을 양성하여 우수한 한국문학의 세계화 확산에 기여하려는 것임(안 제13조의2 신설).
국가공무원법 일부개정법률안(대안),2206327,자녀양육자를 인사관리상 우대할 수 있도록 임용의 기준에 명시하고 헌법재판소 위헌결정 및 헌법불합치결정의 취지를 반영하여 피성년후견인의 당연퇴직 사유와 미성년자 대상 성범죄자의 임용결격 기간을 정비하며 징계 절차 진행을 위한 조사ㆍ수사자료 제공 근거를 명확히 규정하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 대안의 주요내용 가. 다자녀양육자에 대한 국가공무원 채용ㆍ승진ㆍ전보 등 인사관리상의 우대 정책을 실시할 수 있도록 함(안 제26조 단서). 나. 실ㆍ국장급 직위 중 임기제공무원으로도 보할 수 있는 직위를 개방형 직위로 간주하는 규정을 삭제함(현행 제28조의4제1항 후단 삭제). 다. 헌법재판소의 헌법불합치결정 취지를 반영하여 미성년자에 대한 성폭력범죄 또는 아동ㆍ청소년 대상 성범죄로 파면ㆍ해임되거나 형 또는 치료감호를 선고받고 그 형 또는 치료감호가 확정된 사람을 영구적으로 국가공무원으로 임용될 수 없도록 하는 규정을 정비하여 그 임용결격 기간을 20년으로 정함(안 제33조제6호의4). 라. 형사 사건으로 기소된 자 등에 대하여 직위해제를 한 경우로서 해당 직위의 직무 특성에 비추어 그 기관의 정상적인 업무수행에 현저한 지장을 초래할 우려가 있고 인사혁신처장과의 협의 결과 긴급한 결원 보충의 필요성이 인정되는 때의 결원보충 제한기간을 6개월에서 3개월로 단축함(안 제43조제5항). 마. 헌법재판소의 위헌결정의 취지를 반영하여 당연퇴직 사유 중 ‘피성년후견인’을 삭제함(안 제69조제1호 본문). 바. 성폭력범죄 성희롱 등의 피해자가 요청하면 처분권자뿐만 아니라 처분제청권자도 가해자에 대한 징계처분결과를 피해자에게 통보하도록 함(안 제75조제2항). 사. 조사ㆍ수사 종료의 통보를 받은 소속 기관의 장이 감사원 또는 검찰ㆍ경찰 그 밖의 수사기관에 대통령령으로 정하는 자료를 징계 절차에 필요한 범위 내에서 요청할 수 있도록 법적 근거를 마련하고 요청을 받은 감사원 또는 검찰ㆍ경찰 그 밖의 수사기관으로 하여금 특별한 사유가 없으면 이에 협조하도록 함(안 제83조제4항 신설).
새마을금고법 일부개정법률안(대안),2206325,새마을금고의 조직 및 경영을 합리화하기 위하여 금고 회원 의결권·선거권 제한요건을 확대하는 등 선거제도를 정비하고 금고·중앙회 이사에게 이사회 소집요구권·의안제안권을 부여하는 등 총회·이사회 운영을 개선하며 중앙회장의 실질적인 권한을 상임임원에게 이관하는 등 금고·중앙회 조직을 개편하고 행정안전부장관이 부실금고에 실시하는 적기시정조치의 근거를 법률에 명시하는 등 상급기관의 감독권을 강화하며 회원에게 이사 해임청구권 및 대표소송청구권을 신설하는 등 회원 권익 보호를 강화하려는 것임. 대안의 주요내용 가. 금고 회원의 의결권·선거권 제한요건에 출자액이 행정안전부장관이 정하여 고시하는 금액 미만인 경우를 추가함(안 제9조제5항). 나. 대규모 금고 총회 개의 특례의 적용 기준을 “재적회원 300명 초과 금고에서 151명 이상이 출석”한 경우에서 “재적회원 500명 초과 금고에서 251명 이상이 출석”한 경우로 변경함(안 제13조 및 제35조제6항). 다. 중앙회장에게 개별금고 지도·감독을 위한 총회 소집요구권 등을 신규 부여함(안 제14조제7항·제8항). 라. 금고·중앙회의 회원에 대한 전자통지의 근거를 신설함(안 제15조제1항). 마. 금고 총회 의결사항 중 해산·합병 임원의 선임·해임을 회원 투표로 갈음할 수 있도록 하되 임원의 해임은 의결정족수를 투표한 회원 “과반수 찬성”에서 “3분의 2 이상 찬성”으로 강화함(안 제16조의2 신설). 바. 금고·중앙회 이사에게 이사회 소집요구권 및 의안제안권을 신규 부여함(안 제17조제3항·제4항 신설 및 제60조제4항). 사. 대규모 금고에 상근감사 선임을 의무화함(안 제18조제2항 단서 신설). 아. 이사장을 총회에서 선출하는 경우 당선자 결정기준을 과반수득표제에서 최다득표제로 변경하고 최다득표자가 복수인 경우 연장자를 당선자로 결정하도록 함(안 제18조제8항 등). 자. 금고 상근이사에 대한 성과평가의 근거를 신설함(안 제19조의2 신설). 차. 임원 선거운동시 제한행위 및 선거운동방법 규정을 대의원 선거에도 적용함(안 제22조). 카. 공명선거감시단 설치 의무를 삭제함(안 제23조). 타. 직장금고 이사장선거의 선거관리위원회 위탁의무를 면제함(안 제23조의2). 파. 회원에게 이사 해임청구권 및 대표소송청구권을 신규 부여함(안 제26조). 하. 금고 상환준비금의 중앙회 의무예치 비율을 50% 이상에서 80% 이상으로 상향함(안 제28조제5항). 거. 금고 잉여금 중 20% 이상을 특별적립금으로 적립하도록 의무화하고 정관으로 정하는 바에 따라 임의적립금을 적립할 수 있도록 하며 자기자본의 정의를 “자산총액에서 부채총액을 차감한 금액”으로 개정하고 배당금 산정 기준을 출자좌수에서 출자액으로 변경하며 배당 상한을 정관으로 규정하도록 함(안 제35조). 너. 중앙회 회장의 상임이사 성과평가 권한을 이사회 소속으로 신설되는 성과평가위원회로 이관함(안 제60조의2 신설). 더. 중앙회 이사수를 21명에서 26명으로 확대하고 그 중 9명 이상을 전문이사로 선출하도록 하며 이사 총원 중 3명 이상을 여성으로 선출하도록 함(안 제64조). 러. 중앙회 회장의 중임·연임을 제한함(안 제64조의2제5항). 머. 중앙회 회장의 중앙회 대표권 및 업무총괄권과 직원 인사권 중 승진·전보·인사교류에 관한 권한을 신용공제대표이사·지도이사·전무이사·금고관리위원장 등 상임임원에게 이관함(안 제65조제1항·제2항 및 제66조제1항). 버. 금고감독위원장 및 위원을 임원으로 격상시키고 금고감독위원장을 총회에서 선출하도록 함(안 제64조제1항 및 제79조의2·제79조의3). 서. 중앙회 예금자보호준비금을 한국은행·금융기관에서 차입할 수 있도록 근거를 신설함(안 제72조제1항제4호). 어. 중앙회 및 금고의 부실채권 매입·처리를 전담하는 새마을금고자산관리회사 설립 근거를 신설함(안 제10절 신설). 저. 행정안전부장관이 금고·중앙회의 일부 간부직원에 대하여 직접적인 제재처분을 할 수 있도록 권한을 신설함(안 제74조의2제1항 단서). 처. 대규모 금고의 외부감사를 의무화함(안 제76조제3항). 커. 행정안전부장관이 부실금고 등에 실시하는 적기시정조치의 근거를 법률에 명시함(안 제80조의2 신설 등). 터. 새마을금고복지회의 설치 근거를 명시함(안 제84조). 퍼. 금고 임원선거 자수자에 대한 형의 필요적 감면 특례의 대상을 “후보자·배우자 그 직계존비속·형제자매 및 그 배우자 거짓 방법으로 수령·승낙한 사람”을 제외한 자가 “이익·직위 등을 수령·승낙”한 경우만 남기고 삭제함(안 제87조). 허. ？공공단체등 위탁선거에 관한 법률？에 따른 동시이사장선거일 개정(3월 두 번째 수요일 → 첫 번째 수요일) 사항을 반영함(안 법률 제18492호 새마을금고법 일부개정법률 부칙).
민간임대주택에 관한 특별법 일부개정법률안(대안),2205436,가. 1인 가구의 증가 등 주택수요가 다변화되는 가운데 연립·다세대 등 비아파트 주택공급은 위축되고 있는바 다양한 유형의 주택공급이 활성화될 수 있도록 비아파트를 대상으로 의무임대기간 6년이 적용되는 단기등록임대제도를 도입함(안 제2조제6호의2 신설). 나. 세입자의 보증금을 반환하지 않은 이른바 악성 임대사업자가 세금 감면 등 임대사업자로서의 혜택을 누리지 못하도록 임대사업자가 임차인에게 보증금을 반환하지 아니하여 보증회사가 일정 보증채무를 대위변제한 경우 임대사업자 등록을 말소할 수 있도록 함(안 제6조제1항제12호의2 신설). 다. 보증회사가 등록 말소요건이 되는 보증금 미반환 임대사업자를 별도로 관리하고 추가적인 보증 취급이 이루어지지 않도록 하며 이를 위해 보증금 미반환 임대사업자의 식별에 필요한 정보 등을 공유할 수 있도록 함(안 제49조제8항 및 제9항 신설).
출판문화산업 진흥법 일부개정법률안,2202389,현행법은 출판사를 경영하기 위해 신고를 한 자가 그 영업을 폐업한 경우에는 폐업한 날부터 7일 이내에 관할 시장 등에게 신고하도록 하고 있음. 그러나 폐업신고기한이 지나치게 짧아 폐업신고가 누락되는 경우가 발생하고 있어 그 부담이 과도하다는 의견이 제시됨. 이에 폐업신고기간을 30일로 연장함으로써 사업자의 폐업신고 부담을 완화하려는 것임(안 제11조제1항).
실내공기질 관리법 일부개정법률안,2200886,현행법은 다중이용시설의 실내공기질 관리를 위해 다중이용시설의 소유자등에게 실내공기질을 측정하여 10년동안 기록ㆍ보존해야 할 의무를 부과하고 있으나 다중이용시설의 소유자등이 스스로 쾌적한 실내공기질을 유지ㆍ관리하도록 유도하여 다중이용시설의 실내공기질 관리가 자율적으로 이루어질 수 있는 법적 기반 마련이 필요함. 이에 따라 다중이용시설의 실내공기질을 장기간 우수하게 유지ㆍ관리하고 일정 기준을 준수하는 다중이용시설을 “실내공기질 관리 우수시설”로 지정하여 다중이용시설의 소유자등이 실내공기질을 쾌적하게 유지ㆍ관리할 수 있도록 하고자 함(안 제12조의3 및 제12조의4 신설 등).
법인세법 일부개정법률안,2203526,법인과 개인사업자 간의 과세형평을 제고하기 위하여 부동산임대업이 주된 사업인 법인 등에 대한 법인세 과세표준 구간 및 세율의 체계를 조정하고 중소기업에 대한 안정적 지원을 위하여 중소기업에 해당하는 연결법인이 연결납세방식의 적용으로 중소기업 관련 규정을 적용받지 못하게 되는 경우에도 중소기업으로 인정해주는 유예기간을 연장하며 납세자 편의를 제고하기 위하여 기부금영수증 발급액이 일정 금액 이상인 기부금 단체는 전자기부금영수증을 발급하도록 하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 주요내용 가. 법인세 과세표준 구간 및 세율 조정(안 제55조제1항) 부동산 임대업을 주된 사업으로 하는 법인 등에 대한 법인세 과세표준 구간 중 ‘2억원 이하’ 및 ‘2억원 초과 200억원 이하’ 구간을 ‘200억원 이하’ 구간으로 통합하고 해당 구간은 19퍼센트의 세율을 적용하도록 함. 나. 공시대상기업집단에 대한 법인세 중간예납세액 계산 방법 합리화(안 제63조의2제1항ㆍ제2항 및 제76조의18제1항ㆍ제2항) 「독점규제 및 공정거래에 관한 법률」에 따른 공시대상기업집단에 속하는 내국법인은 해당 중간예납기간의 법인세액을 기준으로 중간예납세액 또는 연결중간예납세액을 계산하도록 함. 다. 연결법인에 대한 중소기업ㆍ중견기업 관련 규정 적용 방식 합리화(안 제76조의22) 1) 연결사업연도의 소득에 대한 법인세액을 계산할 때 연결집단이 중소기업에 해당하는 경우에는 중소기업에 해당하는 연결법인에 중소기업에 관한 규정을 중견기업에 해당하는 연결법인에 중견기업에 관한 규정을 적용하고 연결집단이 중견기업에 해당하는 경우에는 중소기업에 해당하는 연결법인과 중견기업에 해당하는 연결법인에 각각 중견기업에 관한 규정을 적용함. 2) 연결사업연도 직전 사업연도 당시 중소기업에 해당하는 법인이 연결납세방식의 적용으로 중소기업에 관한 규정을 적용받지 못하게 되는 경우 연결납세방식의 최초 적용 후에도 중소기업으로 인정해주는 유예기간을 3년에서 5년으로 연장함. 라. 국외투자기구의 비과세 신청 및 원천징수 절차 간소화(안 제93조의3제3항 신설 안 제93조의3제4항ㆍ제5항) 우리나라 국채 등에 투자하는 투자자의 편의를 제고하기 위하여 국외투자기구가 국채 등에 투자하는 경우 그 국외투자기구를 이자ㆍ양도소득의 실질귀속자로 보아 비과세 적용을 직접 신청할 수 있도록 하며 내국법인이 국외투자기구를 통하여 지급받는 국채 등에 대한 이자ㆍ양도소득의 경우 원천징수를 하지 아니하도록 함. 마. 전자기부금영수증 발급 활성화(안 제112조의2제4항 신설) 직전 사업연도에 받은 기부금에 대하여 발급한 기부금영수증의 총 발급금액이 3억원 이상인 법인은 해당 사업연도에 받는 기부금에 대하여 그 기부금을 받은 날이 속하는 연도의 다음 연도 1월 10일까지 전자기부금영수증을 발급하도록 함. 바. 가상자산 거래내역 미제출 시 시정명령 및 과태료 부과 근거 신설(안 제120조의4제2항 및 제124조제3호 신설) 가상자산 거래내역 등 법인세 부과에 필요한 자료를 제출하지 아니한 가상자산사업자에 대한 시정명령 및 과태료 부과 근거를 마련함. 참고사항 가. 이 법률안은 「국회법」 제85조의3제4항에 따라 2025년도 세입예산안 부수 법률안으로 지정될 필요가 있음 나. 이 법률안은 이 법률안과 함께 제출되는 「소득세법 일부개정법률안」(의안번호 제3518호) 및 「조세특례제한법 일부개정법률안」(의안번호 제3522호)의 의결을 전제로 하므로 해당 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임
우주개발 진흥법 일부개정법률안(대안),2210287,우주항공 분야에 대한 지원 필요성이 증대되고 있는 상황에서 우주개발을 위한 시책의 수립ㆍ시행 등에 필요한 인력ㆍ예산 등이 충분히 지원될 수 있도록 하고 우주분야 예산을 우선 편성할 수 있도록 할 필요가 있음. 또한 우주개발사업에 따른 기술을 이전받으려는 기업 등에 대하여 자금의 융자 등을 지원하는 규정을 마련하여 민간의 기술 이전을 촉진하고자 함. 대안의 주요내용 가. 정부가 우주개발 시책의 수립ㆍ시행을 위해 필요한 예산ㆍ인력 등의 자원을 우선적으로 배분하도록 노력하게 하고 국가연구개발 사업 예산이 우선 편성될 수 있도록 함(안 제3조제3항ㆍ제4항 신설) 나. 우주개발사업에 따른 기술을 이전받으려는 기업에 대하여 자금의 융자 등을 지원할 수 있도록 함(안 제18조의4제5항 신설).
대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2206750,현행법은 위탁기업의 기술자료 유용행위에 대한 손해배상청구소송에서 수탁기업이 주장하는 기술자료 유용행위의 구체적 행위태양을 부인하는 위탁기업은 자기의 구체적 행위태양을 제시하도록 규정하고 있음. 그런데 ‘행위태양’이라는 용어는 일상생활에서 잘 사용하지 않아 일반 국민이 법률을 이해하기에 어려운 한자어로 법제처는 ‘알기 쉬운 법령 정비기준’에서 ‘태양’을 ‘모습이나 형태’ 등으로 정비할 것을 권고하고 있음. 이에 ‘행위태양’을 ‘행위의 내용ㆍ방식ㆍ형태 등’으로 변경함으로써 국민이 법률을 쉽게 이해할 수 있도록 하려는 것임(안 제40조의4).
유통산업발전법 일부개정법률안,2201037,지방자치단체 수행 사무에 관한 지방의 자율성을 제고하고 중앙행정기관과 지방자치단체의 관계를 상호 협력적인 방향으로 설정하기 위하여 종전에는 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 지역별 유통산업발전시행계획 대규모점포 개설등록ㆍ취소 현황 등을 산업통상자원부장관에게 ‘보고’하도록 하던 것을 앞으로는 ‘통보’하도록 하려는 것임.
